                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                       1                                      921                  1.0000000000000000E+000                  0.0000000000000000E+000                  2.6462705455768048E+002                  2.6462705455768048E+002                  4.3342296220366302E+005                  1.0370868697379730E+004                  1.8060796399990801E-002                  4.4974825884409931E+001                  2.0000000000000000E-099                  0.0000000000000000E+000                  2.0000000000000000E-099                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0000000000000000E-001                  5.0000000000000000E-001                  1.1002646270545577E+000                  9.9999999999999995E-007                  2.1999977119353691E-099                  0.0000000000000000E+000                  2.1999977119353691E-099                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5013231352727932E-001                  5.5013231352727932E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3158681301381844E+001                  1.5220298757890341E+005                  1.0609184815275378E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7868528989482089E+004                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.3509947369094582E+009                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20260406"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                       eps_nuc_rate_r1616         eps_nuc_rate_r_f20_wk-minus_ne20                eps_nuc_rate_r_f20_wk_o20               eps_nuc_rate_r_ne20_wk_f20          eps_nuc_rate_r_o20_wk-minus_f20                       eps_neu_rate_r1616         eps_neu_rate_r_f20_wk-minus_ne20                eps_neu_rate_r_f20_wk_o20               eps_neu_rate_r_ne20_wk_f20          eps_neu_rate_r_o20_wk-minus_f20                                   log_h1                                  log_he4                                  log_o16                                  log_o20                                  log_f20                                 log_ne20                                 log_si28 
                                       1                  1.1002646270545577E+000                 -1.7432631031645076E+000                  5.6762386519239065E+000                 -5.4570190468873578E+000                  8.3102017099258845E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3600286174818670E-290                  1.8213460254468741E-295                  1.8213460254468741E-295                  1.8213460254468741E-295                  1.7092008162618694E+019                  2.3600286174818670E-290                  1.8213460254468741E-295                  1.8213460254468741E-295                  1.8213460254468741E-295                  3.4184016325237387E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001 
                                       2                  1.1002646270545404E+000                 -1.7434337883716193E+000                  5.7323938104932894E+000                 -5.2218453171370305E+000                  8.5609605397790460E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4184016325237387E-080                  3.4184016325237387E-080                  3.4184016325237387E-080                  1.7092008162618694E+019                  3.4184016325237387E-080                  3.4184016325237387E-080                  3.4184016325237387E-080                  3.4184016325237387E-080                  3.4184016325237387E-080                  3.4184016325237387E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001 
                                       3                  1.1002646270545233E+000                 -1.7435331977394894E+000                  5.7682624804235578E+000                 -5.0794689529891990E+000                  8.7190340634807963E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4184016325237395E-080                  3.4184016325237395E-080                  3.4184016325237395E-080                  3.4184016325237395E-080                  3.4184016325237395E-080                  3.4184016325237395E-080                  3.4184016325237395E-080                  3.4184016325237395E-080                  3.4184016325237395E-080                  3.4184016325237395E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001 
                                       4                  1.1002646270545062E+000                 -1.7436048628151652E+000                  5.7952592925727116E+000                 -4.9807122369784969E+000                  8.8347426655771635E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001 
                                       5                  1.1002646270544889E+000                 -1.7436619770046857E+000                  5.8170217523512262E+000                 -4.9057724430219984E+000                  8.9260622587899210E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4184016325237410E-080                  3.4184016325237410E-080                  3.4184016325237410E-080                  3.4184016325237410E-080                  3.4184016325237410E-080                  3.4184016325237410E-080                  3.4184016325237410E-080                  3.4184016325237410E-080                  3.4184016325237410E-080                  1.7092008162618704E+019                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001 
                                       6                  1.1002646270544716E+000                 -1.7437100567342325E+000                  5.8352620672817936E+000                 -4.8454917439293093E+000                  9.0015068373235572E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  1.7092008162618690E+019                  3.4184016325237380E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001 
                                       7                  1.1002646270544545E+000                 -1.7437519183733594E+000                  5.8509593590063975E+000                 -4.7950787319472212E+000                  9.0657877901617159E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  1.7092008162618690E+019                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001 
                                       8                  1.1002646270544372E+000                 -1.7437892023250181E+000                  5.8647280184505499E+000                 -4.7517200225336929E+000                  9.1217876048987669E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4184016325237380E-080                  3.4184016325237380E-080                  1.7092008162618690E+019                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                  3.4184016325237380E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001 
                                       9                  1.1002646270544199E+000                 -1.7438229520141943E+000                  5.8769775594352032E+000                 -4.7136138930891063E+000                  9.1713989199644175E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4184016325237432E-080                  3.4184016325237432E-080                  3.4184016325237432E-080                  3.4184016325237432E-080                  3.4184016325237432E-080                  3.4184016325237432E-080                  3.4184016325237432E-080                  3.4184016325237432E-080                  3.4184016325237432E-080                  3.4184016325237432E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001 
